#KO	Bran_1	Bran_2	PS_2	PS_3	CO_2	CO_3	Faeces_BR	Faeces_PS
K08483	2	1	1	2	2	2	2	1
K08484	1	0	0	0	0	1	0	1
K08485	2	1	0	0	0	2	0	0
K08591	2	2	1	3	2	2	2	2
K08602	3	0	5	5	3	1	4	0
K08641	0	2	0	0	0	0	0	0
K08659	1	0	5	2	0	1	2	1
K08679	0	1	0	0	1	0	1	0
K08680	1	2	1	1	1	2	4	0
K08681	0	0	1	0	0	0	0	0
K08682	0	2	0	0	0	1	1	1
K08683	0	0	0	0	0	0	0	3
K08693	0	0	0	0	0	0	1	0
K08697	0	0	0	0	0	1	0	0
K08717	0	1	0	0	0	0	0	0
K08722	1	2	0	0	1	1	1	0
K08723	0	2	0	1	1	1	0	0
K08728	0	0	0	0	0	0	1	0
K08744	0	1	0	0	0	0	0	1
K08963	1	0	0	0	1	1	0	2
K08964	1	1	0	0	1	1	0	0
K08967	1	1	0	0	2	1	1	0
K08968	1	2	1	2	3	2	0	0
K08970	3	3	2	0	2	1	2	0
K08972	0	0	1	3	1	0	0	1
K08973	0	0	0	0	0	0	0	3
K08974	0	0	1	0	2	0	0	0
K08978	1	0	0	1	1	0	0	0
K08981	0	0	1	1	0	0	0	2
K08984	0	0	0	0	1	0	0	0
K08985	0	0	0	0	0	0	0	1
K08986	0	0	1	1	2	0	0	0
K08987	0	0	0	1	0	1	1	0
K08989	0	0	0	0	0	0	0	2
K08990	3	1	0	0	0	1	1	0
K08992	2	1	0	1	2	2	2	3
K08993	2	2	0	0	0	1	1	0
K08994	1	1	0	0	1	0	3	2
K08995	0	1	0	0	0	0	0	2
K08996	1	1	0	0	0	0	2	0
K08997	2	2	0	0	2	1	0	1
K08998	2	0	5	3	1	0	0	1
K09000	0	0	0	0	0	0	1	0
K09001	0	2	1	1	1	1	0	0
K09003	0	0	0	0	0	0	0	1
K09004	0	0	1	4	0	0	0	0
K09012	0	0	0	0	0	0	0	1
K09013	1	2	2	2	3	2	3	1
K09014	2	4	5	4	2	2	2	0
K09015	1	2	2	3	2	2	2	0
K09016	1	0	0	0	1	1	1	0
K09017	2	1	1	0	2	2	2	2
K09018	1	0	0	0	1	2	0	0
K09019	1	0	0	0	2	2	0	0
K09020	1	0	0	0	1	0	0	0
K09021	0	0	0	0	2	1	0	0
K09022	5	4	1	2	4	1	1	5
K09023	0	0	0	0	1	2	0	0
K09024	2	0	0	0	0	2	0	0
K09117	0	0	0	2	1	1	1	2
K09118	0	0	1	0	0	0	0	0
K09122	0	0	0	0	0	0	0	1
K09125	0	1	0	0	1	1	1	2
K09131	2	1	2	0	0	0	3	1
K09136	1	0	0	0	1	1	2	0
K09138	0	0	0	1	1	0	0	0
K09146	0	0	1	0	0	0	0	1
K09155	0	0	2	2	1	0	0	1
K09157	2	0	2	1	2	0	1	0
K09158	3	1	0	0	0	1	2	1
K09159	1	1	1	0	2	0	1	1
K09160	1	1	0	0	2	0	0	0
K09161	2	1	0	0	0	1	0	0
K09164	0	0	1	0	0	0	0	0
K09167	0	0	1	1	0	0	0	1
K09181	1	1	0	0	1	2	1	1
K09251	0	1	0	0	0	1	0	0
K09384	0	0	3	0	0	0	0	0
K09386	0	0	0	0	0	0	0	2
K09456	2	0	1	0	0	1	2	3
K09458	5	2	3	1	1	2	2	0
K09470	1	1	0	0	1	1	1	0
K09471	1	1	0	0	1	2	0	5
K09472	1	0	0	0	2	1	0	0
K09473	0	0	0	0	1	2	0	1
K09474	2	1	0	0	1	2	1	0
K09475	2	1	0	0	1	0	0	0
K09476	0	1	0	0	0	0	0	0
K09612	2	2	0	0	1	0	0	0
K09684	0	0	1	0	0	0	0	2
K09685	0	0	1	1	1	2	1	1
K09690	0	0	0	0	1	0	0	0
K09691	0	0	1	1	1	0	1	1
K09692	0	0	0	0	1	0	0	0
K09693	0	0	0	0	1	0	0	1
K09698	0	0	2	2	2	0	1	0
K09701	0	0	0	0	0	1	0	2
K09702	0	1	0	0	1	1	0	0
K09703	0	0	1	0	0	0	0	1
K09704	1	0	1	2	1	0	1	0
K09710	3	2	1	4	2	2	2	0
K09712	1	3	0	0	1	1	0	0
K09747	2	1	6	4	0	2	0	2
K09748	2	2	1	4	2	0	0	2
K09758	1	0	1	1	0	0	1	0
K09760	1	2	3	1	1	3	3	0
K09761	2	2	4	4	3	1	0	3
K09762	1	1	2	1	0	0	2	2
K09765	0	1	1	2	2	1	0	0
K09767	1	2	1	0	1	2	1	1
K09768	1	2	1	2	2	1	3	0
K09769	0	0	1	2	1	0	1	0
K09771	0	2	0	0	1	0	2	1
K09772	1	1	1	2	1	1	1	3
K09773	2	0	1	4	3	0	2	2
K09774	2	2	0	0	1	1	0	2
K09775	0	0	1	1	0	0	0	0
K09776	0	0	0	0	0	0	0	1
K09779	0	0	0	0	1	0	0	0
K09780	1	2	0	0	1	1	0	0
K09781	1	2	2	0	0	0	1	2
K09786	2	0	0	0	0	1	1	1
K09787	0	0	1	2	0	1	2	0
K09790	1	2	0	1	2	1	2	1
K09791	0	1	0	0	1	1	0	1
K09792	0	0	0	0	0	0	0	1
K09794	2	0	0	0	0	0	0	1
K09795	0	0	0	0	0	0	1	0
K09796	0	0	1	0	0	0	0	1
K09798	3	2	1	0	2	1	1	1
K09799	1	0	1	1	0	0	0	1
K09800	3	1	0	0	0	1	0	1
K09801	1	2	0	0	0	1	2	0
K09802	0	2	0	0	1	2	1	0
K09805	0	0	0	0	0	0	1	0
K09806	0	2	0	0	1	1	0	1
K09807	2	2	0	0	0	1	0	0
K09808	3	2	0	0	1	3	0	2
K09809	0	0	0	0	0	0	0	2
K09810	2	1	0	0	1	0	0	0
K09811	2	1	0	3	2	2	2	2
K09812	1	3	0	1	3	3	2	0
K09815	2	1	3	3	1	2	2	2
K09816	3	1	4	1	4	2	1	1
K09817	2	2	0	0	1	0	2	0
K09823	2	0	0	0	1	3	1	0
K09824	2	3	0	0	1	1	3	0
K09825	0	0	0	0	0	1	0	1
K09857	1	2	0	0	1	0	0	0
K09858	1	2	0	0	1	1	2	1
K09859	1	0	0	0	0	0	0	0
K09861	2	2	3	0	0	2	0	2
K09862	2	2	0	0	2	0	1	0
K09880	1	0	0	0	1	1	0	0
K09883	0	1	0	0	1	0	0	0
K09888	0	1	2	1	2	2	1	1
K09889	1	2	1	0	1	2	1	1
K09890	2	2	0	0	2	0	2	0
K09891	2	2	0	0	1	2	1	1
K09892	2	2	1	0	0	1	0	0
K09893	1	2	0	0	1	2	0	0
K09894	1	1	0	0	1	0	2	0
K09895	2	1	0	0	1	1	1	1
K09896	1	1	0	0	2	1	0	0
K09897	1	2	0	0	0	0	2	0
K09898	1	2	0	0	1	1	0	0
K09899	2	1	0	0	0	1	2	0
K09900	0	0	0	0	1	0	0	0
K09901	0	2	0	0	0	0	0	0
K09902	2	2	0	0	1	0	1	0
K09903	3	2	3	2	1	1	4	1
K09904	1	0	0	0	1	1	3	1
K09906	0	1	1	0	1	2	1	0
K09907	1	0	0	0	2	2	1	0
K09908	1	2	0	0	1	1	1	0
K09909	0	2	0	0	0	0	0	0
K09910	0	2	1	0	2	1	0	0
K09911	2	2	1	0	1	2	0	0
K09912	0	1	0	0	1	0	0	0
K09913	0	2	0	0	1	2	2	0
K09914	1	2	0	0	1	1	2	2
K09915	1	1	0	0	0	1	1	0
K09916	1	2	1	0	2	1	0	2
K09917	1	1	0	0	2	2	0	0
K09918	2	0	0	0	0	2	1	0
K09919	1	1	0	0	0	1	0	0
K09920	1	1	0	0	1	1	0	0
K09921	0	2	0	1	2	2	1	0
K09923	0	2	0	0	3	2	0	0
K09924	0	0	0	0	0	0	0	1
K09927	2	3	0	0	2	1	2	0
K09930	0	0	0	0	0	0	0	1
K09931	0	0	0	1	0	0	0	0
K09932	1	0	0	0	1	1	0	0
K09933	2	2	0	0	0	0	0	1
K09935	0	0	0	0	0	0	1	1
K09936	5	1	1	0	4	4	3	1
K09937	2	2	1	1	0	1	2	0
K09945	1	0	0	0	1	1	0	0
K09946	1	2	0	0	0	1	1	1
K09947	0	0	0	0	0	0	0	1
K09951	0	1	0	0	1	0	0	1
K09954	2	2	1	0	1	2	0	0
K09955	0	0	1	1	3	1	2	0
K09958	0	0	2	0	0	1	0	0
K09960	0	1	0	0	2	1	1	0
K09961	0	0	1	0	2	0	1	0
K09962	2	0	1	1	1	0	0	0
K09963	1	2	4	7	2	3	3	0
K09967	0	0	0	0	0	0	1	0
K09969	0	2	0	0	0	0	0	1
K09970	0	1	0	0	0	0	1	0
K09971	0	2	0	0	0	0	0	0
K09972	0	2	0	0	0	0	0	0
K09973	2	2	0	0	2	1	0	0
K09975	1	1	0	0	1	1	0	1
K09976	0	0	2	3	1	0	0	0
K09978	1	1	0	0	0	2	2	0
K09979	2	1	0	0	1	1	0	0
K09982	2	0	0	0	0	2	2	0
K09986	0	0	0	0	0	0	0	1
K09988	0	1	0	2	0	0	0	0
K09994	4	2	0	0	1	1	2	0
K09996	1	0	0	0	1	1	0	0
K09997	1	2	0	0	2	1	0	0
K09998	1	2	0	0	0	1	0	1
K09999	2	2	0	0	0	2	2	1
K10000	0	2	0	0	0	1	2	0
K10001	3	2	0	0	2	1	3	0
K10002	0	1	0	0	1	0	1	1
K10003	1	1	0	0	1	0	0	0
K10004	0	2	0	0	0	1	0	0
K10005	0	0	1	0	0	0	0	2
K10006	0	0	0	0	0	0	0	1
K10007	0	0	0	0	0	0	0	1
K10008	0	0	0	0	0	0	0	2
K10009	2	2	0	1	2	0	2	1
K10011	1	0	1	1	0	0	0	0
K10012	1	0	0	0	0	1	0	0
K10013	1	1	0	0	1	0	0	0
K10014	1	1	0	0	0	1	0	0
K10015	1	1	0	0	1	1	0	1
K10016	1	1	1	0	0	1	1	0
K10017	2	2	0	0	0	1	0	0
K10026	3	3	0	0	1	1	1	0
K10027	0	1	0	0	0	0	1	0
K10036	1	3	2	1	0	0	1	1
K10037	1	0	3	2	1	1	1	1
K10039	0	0	2	0	2	0	0	0
K10040	0	0	0	4	2	1	1	2
K10041	0	0	1	0	0	0	0	1
K10107	0	0	0	0	0	0	3	0
K10108	2	2	0	0	1	2	0	0
K10109	1	0	0	0	1	1	2	1
K10110	1	2	1	0	0	0	1	0
K10111	1	2	0	0	0	1	2	2
K10112	1	0	1	3	1	1	3	1
K10119	0	0	0	1	0	0	0	1
K10123	0	0	0	0	0	0	1	0
K10125	0	0	0	0	0	0	0	1
K10188	0	0	0	0	1	0	0	0
K10189	0	0	0	0	0	0	1	1
K10190	0	0	0	0	1	1	0	0
K10192	1	1	0	0	0	0	5	0
K10193	0	2	0	0	2	0	0	0
K10194	0	2	0	0	1	0	1	0
K10195	1	1	0	0	1	0	1	0
K10218	2	0	0	0	3	3	0	0
K10237	0	0	1	0	0	0	0	0
K10254	1	0	0	2	0	1	1	0
K10439	3	3	1	0	4	2	2	0
K10440	2	4	0	0	4	3	0	1
K10441	2	4	0	0	1	3	4	1
K10530	0	0	1	2	1	1	0	0
K10531	0	0	0	0	0	0	0	1
K10536	1	0	0	0	1	0	0	1
K10537	2	1	0	0	1	1	0	0
K10538	1	2	0	0	0	1	0	1
K10539	2	1	0	0	1	0	1	0
K10540	1	1	0	1	2	0	1	0
K10541	1	2	0	1	1	0	1	0
K10542	0	2	0	0	2	0	0	0
K10543	0	1	0	0	1	0	1	0
K10544	1	2	0	0	1	1	1	0
K10545	0	2	0	0	0	0	3	1
K10546	0	0	0	0	0	0	0	1
K10550	0	1	0	0	1	1	0	0
K10551	0	1	0	0	0	1	0	0
K10555	0	1	0	0	1	1	1	0
K10556	0	0	0	0	1	1	0	0
K10557	0	0	0	0	0	1	0	0
K10558	0	1	0	0	1	0	0	0
K10559	0	1	0	0	0	1	0	1
K10560	0	1	0	0	0	1	0	0
K10561	0	1	0	0	0	1	1	0
K10562	0	0	0	0	1	0	0	0
K10563	2	2	2	3	2	2	1	0
K10670	0	1	1	1	0	0	0	0
K10672	0	0	1	2	1	1	0	0
K10677	1	0	0	0	0	1	0	0
K10678	0	2	0	0	0	0	1	1
K10679	2	2	0	1	1	0	1	1
K10680	0	2	2	0	2	1	1	0
K10681	0	0	0	1	0	0	0	0
K10682	0	0	0	1	0	0	0	0
K10708	1	1	0	0	2	1	0	1
K10710	0	0	0	0	0	0	1	0
K10716	0	1	0	0	0	0	0	0
K10747	0	0	0	0	0	0	0	1
K10748	1	1	0	0	2	1	0	0
K10762	1	0	0	0	1	1	0	0
K10763	1	2	0	0	1	1	1	1
K10773	2	3	2	3	2	2	2	2
K10778	2	2	0	1	1	1	1	0
K10793	0	0	2	2	0	0	0	0
K10794	0	0	1	1	0	0	0	0
K10795	0	0	1	1	0	0	0	0
K10804	1	2	0	1	3	1	3	1
K10805	2	1	0	0	1	1	2	1
K10806	2	2	0	0	2	2	0	1
K10814	0	0	0	0	0	0	0	1
K10816	0	0	0	0	0	0	0	1
K10820	1	1	0	0	1	0	1	0
K10822	1	4	3	2	3	6	3	4
K10823	1	1	1	1	0	0	2	0
K10829	1	2	1	0	1	1	0	1
K10830	0	0	0	0	1	0	0	1
K10831	1	2	0	0	0	2	1	0
K10844	0	0	0	1	0	0	0	1
K10857	0	1	0	0	1	1	1	0
K10906	3	0	0	0	0	0	1	0
K10907	0	0	0	1	0	0	0	0
K10914	0	1	1	0	1	1	1	2
K10917	0	0	0	0	0	0	1	2
K10921	3	1	0	0	4	1	1	0
K10942	0	0	0	0	0	0	0	1
K10947	0	1	4	5	4	1	3	2
K10972	1	0	1	0	1	0	0	0
K10973	0	0	0	0	1	1	0	0
K10974	1	0	0	0	0	0	0	1
K10975	0	0	0	0	1	0	0	0
K10979	0	0	0	0	0	0	0	3
K10984	0	1	0	0	0	0	0	0
K10986	0	1	0	0	0	0	1	0
K11041	0	0	2	3	1	0	0	2
K11050	0	1	0	1	0	0	0	0
K11065	0	2	1	0	2	1	2	3
K11066	2	3	0	0	1	0	1	0
K11068	2	2	1	2	0	0	3	1
K11069	1	2	1	1	2	0	1	0
K11070	4	0	1	2	3	1	1	0
K11071	0	3	3	2	1	0	3	3
K11072	1	2	2	1	3	0	3	0
K11073	1	0	0	0	2	0	1	1
K11074	1	1	0	0	0	0	1	0
K11075	0	2	0	0	0	1	1	1
K11076	1	1	0	0	0	1	2	0
K11081	0	0	0	0	0	1	0	1
K11082	0	0	0	0	0	1	0	0
K11083	0	0	0	0	1	1	0	0
K11084	0	0	0	0	1	0	0	0
K11085	2	2	0	0	2	1	0	0
K11089	1	0	0	0	0	0	0	0
K11102	2	2	0	0	2	0	1	0
K11103	0	2	0	0	0	0	1	1
K11104	0	0	0	0	0	0	1	0
K11105	1	1	0	0	1	3	2	0
K11106	0	1	0	0	1	0	0	0
K11107	0	2	1	0	2	0	1	0
K11144	1	0	3	4	1	0	0	1
K11145	1	0	4	5	2	0	1	0
K11163	0	0	0	0	0	0	0	1
K11175	2	1	2	4	2	0	5	1
K11179	1	1	0	0	1	0	2	0
K11183	1	1	0	0	1	0	1	1
K11192	0	1	0	0	0	1	2	0
K11200	0	1	0	0	0	0	0	0
K11202	0	1	0	1	1	0	1	0
K11203	0	0	0	0	1	0	0	0
K11206	1	1	0	0	0	0	0	1
K11208	2	1	0	0	0	0	0	0
K11209	1	2	0	0	3	2	0	1
K11216	0	0	0	0	0	1	1	0
K11249	0	1	0	0	0	0	1	0
K11250	0	1	0	0	1	0	1	0
K11258	2	1	0	0	0	1	0	1
K11264	0	0	0	0	1	1	0	0
K11354	0	0	0	0	0	0	0	1
K11382	1	1	0	0	0	0	0	0
K11387	0	0	0	0	0	0	0	1
K11391	2	1	0	1	2	2	1	0
K11392	1	1	0	1	1	1	1	0
K11410	0	0	1	0	0	0	0	0
K11414	0	0	0	0	0	0	0	1
K11477	2	2	1	0	1	4	0	0
K11527	0	1	0	0	0	0	0	0
K11529	0	0	0	0	0	0	1	0
K11530	0	0	0	0	0	1	2	2
K11531	0	1	0	0	1	1	0	0
K11533	0	0	0	0	0	0	0	1
K11534	1	2	0	0	1	0	0	0
K11535	1	2	0	0	1	0	2	1
K11602	0	0	0	0	0	0	0	1
K11604	0	1	0	0	0	0	0	0
K11605	0	1	0	0	1	0	0	0
K11606	0	0	1	0	1	0	0	0
K11607	0	1	0	0	0	1	0	0
K11616	0	1	1	1	3	3	0	1
K11617	0	0	0	0	0	0	1	0
K11618	0	0	0	2	0	0	0	0
K11621	1	0	2	5	0	0	1	0
K11622	0	0	1	1	2	0	0	1
K11633	0	0	0	1	0	0	0	0
K11636	0	0	0	1	0	0	0	0
K11645	2	1	0	0	2	2	1	0
K11685	1	1	0	0	1	0	0	0
K11690	2	1	1	0	1	4	3	2
K11717	3	3	3	1	2	1	3	2
K11719	2	1	0	0	1	1	1	1
K11720	2	1	1	0	1	1	0	1
K11732	0	1	0	0	0	0	0	0
K11733	2	2	2	2	1	0	1	0
K11734	1	2	0	0	0	0	1	0
K11735	1	0	0	0	0	1	0	0
K11736	1	1	0	0	0	1	0	0
K11737	1	2	0	0	1	1	0	0
K11738	1	1	0	0	0	0	1	0
K11739	1	0	0	0	0	0	0	0
K11740	0	0	0	0	0	0	0	1
K11741	1	3	1	3	1	1	1	3
K11742	0	2	0	0	2	2	0	0
K11743	1	2	0	0	1	0	0	0
K11744	4	2	0	0	3	1	1	0
K11745	1	1	0	0	1	2	0	0
K11746	2	1	0	0	0	1	3	0
K11747	1	2	0	0	1	1	0	1
K11748	1	2	0	0	2	0	1	0
K11749	3	3	6	1	5	1	2	1
K11750	2	2	0	0	2	2	1	0
K11751	1	2	0	0	0	0	0	0
K11752	1	2	2	1	1	2	0	1
K11753	3	2	1	2	3	2	3	1
K11754	2	1	4	2	2	2	3	1
K11755	0	3	1	2	1	2	3	1
K11782	0	0	0	0	0	0	0	1
K11811	1	0	0	0	0	0	1	1
K11890	2	1	1	0	0	0	0	0
K11891	5	1	0	0	2	3	2	0
K11892	3	4	0	0	2	4	3	0
K11893	5	2	0	0	2	2	2	0
K11895	2	1	1	0	2	3	2	3
K11896	4	3	0	0	2	2	1	0
K11897	2	2	0	0	0	1	1	0
K11898	0	0	0	0	1	0	0	0
K11900	4	3	0	0	1	1	2	1
K11901	3	3	0	0	2	2	0	2
K11902	0	1	1	0	1	0	0	1
K11903	5	4	0	0	3	3	2	6
K11904	20	12	1	0	6	8	10	2
K11905	2	2	0	0	0	2	0	0
K11906	3	3	1	0	0	2	1	1
K11907	1	1	0	0	2	1	0	0
K11909	0	0	0	0	0	0	1	0
K11910	2	1	1	0	0	3	3	0
K11911	1	1	0	0	0	1	0	0
K11912	0	0	0	0	0	1	0	0
K11917	0	0	0	0	0	0	0	1
K11919	0	0	0	0	0	0	0	1
K11921	0	0	0	0	1	0	0	1
K11922	0	1	0	0	0	0	2	0
K11924	0	2	0	0	1	1	0	1
K11925	2	3	0	0	2	2	4	1
K11926	1	1	0	0	1	2	1	0
K11927	1	1	0	0	0	0	0	1
K11928	2	0	0	0	1	1	3	0
K11931	1	0	1	0	1	0	1	0
K11932	1	2	0	1	2	0	5	0
K11933	0	2	0	0	1	1	0	0
K11934	0	0	0	0	1	2	1	0
K11935	0	0	1	0	0	0	0	0
K11936	2	0	3	3	2	1	3	0
K11937	1	0	1	0	0	0	1	0
K11938	2	2	0	0	3	2	3	0
K11939	2	2	1	0	0	0	0	0
K11940	0	0	0	0	0	0	1	0
K11941	1	1	1	1	1	1	1	0
K11942	0	0	0	0	0	0	0	1
K11959	1	1	0	0	0	1	2	0
K11960	1	0	0	0	1	1	0	1
K11961	0	1	0	0	1	1	1	0
K11962	1	1	0	0	0	1	0	1
K11963	1	1	0	0	1	0	0	0
K11991	1	2	1	2	2	0	4	2
K12056	0	1	0	0	0	0	0	0
K12057	0	0	0	0	1	0	0	0
K12058	0	1	0	0	0	0	0	0
K12059	0	1	0	0	0	0	0	0
K12060	0	1	0	0	0	0	0	0
K12063	1	1	1	1	0	0	0	0
K12065	0	0	0	0	1	0	0	0
K12066	0	0	0	0	1	0	0	0
K12111	0	0	0	0	1	0	0	0
K12132	1	0	2	3	2	0	1	2
K12136	0	0	0	0	0	0	1	0
K12138	0	0	0	0	0	0	1	0
K12140	0	0	0	0	0	0	1	0
K12141	0	0	0	0	0	0	1	0
K12142	0	0	0	0	0	0	1	0
K12143	0	0	0	0	0	0	1	0
K12147	1	2	0	1	1	0	2	0
K12148	1	2	0	0	1	0	0	0
K12149	2	2	0	0	3	2	0	0
K12151	3	2	0	0	1	2	1	1
K12152	1	1	0	0	1	1	2	0
K12203	0	0	0	0	1	0	2	0
K12204	1	1	0	0	0	0	0	0
K12205	0	1	1	0	1	0	0	1
K12206	0	0	1	0	0	1	1	0
K12209	1	0	0	0	1	1	0	0
K12211	0	1	1	0	0	1	0	0
K12212	0	0	0	0	0	1	1	0
K12213	2	0	1	0	0	1	2	0
K12214	1	0	0	0	1	1	0	0
K12217	1	1	0	0	1	0	1	0
K12218	1	1	0	0	0	0	0	0
K12222	1	0	0	0	0	0	0	0
K12227	1	1	0	0	0	1	1	0
K12228	0	1	0	0	1	0	1	0
K12238	0	0	0	0	0	0	0	1
K12242	0	0	0	1	0	0	0	0
K12255	0	0	0	0	1	0	0	0
K12256	1	0	0	0	1	1	0	2
K12257	0	0	0	0	0	0	0	1
K12262	1	2	0	0	0	0	0	2
K12264	1	2	0	0	0	1	1	0
K12265	1	0	0	0	1	1	0	0
K12266	0	1	0	0	1	2	0	0
K12268	0	0	0	1	0	0	1	1
K12269	1	0	0	0	0	0	2	0
K12270	1	1	0	0	0	1	0	0
K12288	0	0	0	0	1	1	1	0
K12289	2	1	0	0	2	2	0	1
K12290	2	2	0	0	0	2	1	0
K12291	0	1	0	0	2	1	0	0
K12296	0	0	0	0	0	0	2	0
K12297	1	2	0	0	1	1	1	0
K12299	0	0	0	0	1	0	1	0
K12308	0	0	0	0	3	0	3	0
K12339	1	2	0	0	1	1	2	1
K12340	2	2	0	0	2	1	0	1
K12349	0	0	1	0	0	0	0	1
K12368	1	3	0	0	2	0	1	0
K12369	2	2	0	0	0	0	2	0
K12370	2	3	0	0	1	1	1	0
K12371	1	2	0	0	0	2	0	0
K12372	1	1	0	0	1	2	2	0
K12373	1	1	4	5	3	2	3	1
K12410	2	1	0	2	1	1	1	0
K12500	2	1	0	0	2	0	0	0
K12503	0	0	0	0	0	0	0	2
K12510	0	1	0	0	0	0	0	1
K12511	1	1	0	0	1	0	1	1
K12512	1	1	0	0	0	0	0	0
K12513	1	1	0	0	0	0	0	0
K12514	1	1	0	0	1	0	0	0
K12515	0	1	0	0	1	0	0	0
K12518	1	0	0	0	1	0	1	0
K12519	4	0	0	0	1	2	0	0
K12524	1	2	0	0	1	0	1	1
K12525	1	1	0	0	0	1	3	0
K12527	1	1	2	1	2	2	0	0
K12537	0	1	0	0	0	0	0	0
K12541	4	2	0	0	1	1	2	0
K12542	2	0	0	0	2	2	3	0
K12543	1	2	0	0	3	1	2	0
K12554	0	0	1	1	0	0	1	0
K12555	1	0	1	2	3	1	1	2
K12556	0	0	1	2	1	0	0	0
K12573	2	4	6	3	3	2	1	0
K12574	1	3	8	7	1	2	5	5
K12582	1	2	0	0	2	1	1	0
K12658	1	0	0	0	1	0	0	0
K12660	1	0	0	0	2	2	0	0
K12661	1	0	0	0	2	2	0	1
K12678	5	4	0	1	4	2	3	0
K12684	0	1	0	0	0	0	0	0
K12685	0	1	0	0	0	0	0	0
K12686	0	0	0	0	0	0	0	2
K12700	1	0	0	0	3	2	0	0
K12940	0	1	0	0	0	1	0	0
K12941	1	0	0	0	0	2	0	0
K12942	1	0	0	0	1	1	2	1
K12943	1	0	0	0	2	1	1	0
K12944	2	1	0	0	0	2	1	0
K12945	3	2	0	0	3	2	4	1
K12952	0	0	1	2	2	1	2	4
K12954	0	0	1	0	0	0	0	0
K12957	1	2	0	0	1	1	0	0
K12961	2	2	1	0	1	1	1	0
K12962	0	0	1	0	1	1	1	0
K12963	1	0	0	0	0	1	0	0
K12972	2	1	0	0	0	2	2	1
K12973	1	1	0	0	1	2	1	0
K12974	0	2	0	0	1	1	0	0
K12975	1	2	0	0	1	0	2	0
K12979	0	0	0	0	0	0	1	0
K12981	0	0	0	0	0	2	1	0
K12984	1	2	1	0	1	0	2	0
K12993	0	0	0	0	0	0	0	1
K12994	0	0	0	0	1	1	0	0
K12996	0	0	1	0	0	0	0	1
K12997	1	0	1	1	0	0	0	1
K12999	1	0	1	1	1	0	2	0
K13009	1	0	0	0	1	1	0	0
K13010	0	0	0	0	0	0	0	1
K13014	1	0	0	0	0	0	0	0
K13015	0	0	0	0	1	0	0	0
K13020	0	3	1	0	2	0	1	0
K13021	2	0	0	0	2	0	0	0
K13038	1	2	2	0	1	1	1	4
K13049	0	1	0	0	0	0	0	0
K13051	1	2	0	0	1	1	0	1
K13052	0	0	1	1	1	1	0	0
K13053	2	1	0	0	0	0	1	0
K13061	0	1	0	0	0	0	0	0
K13063	0	0	0	0	1	1	0	1
K13069	0	0	0	0	1	0	0	1
K13075	1	1	0	0	0	1	1	0
K13236	0	0	0	0	0	0	1	1
K13238	0	0	0	0	0	0	0	1
K13252	0	0	0	0	0	0	0	1
K13255	0	2	0	0	1	2	1	0
K13256	2	1	1	2	1	0	3	1
K13274	0	0	0	0	0	0	0	1
K13280	0	0	2	2	0	0	0	3
K13281	0	1	0	0	0	0	0	0
K13283	2	2	0	0	4	0	3	3
K13288	0	2	0	0	1	1	0	1
K13292	1	3	2	4	4	2	3	6
K13301	1	2	0	0	2	1	1	0
K13378	1	2	0	0	1	1	0	0
K13408	3	2	0	0	2	1	3	0
K13409	1	1	0	0	0	0	1	0
K13421	0	0	0	0	0	0	0	1
K13444	0	0	0	0	0	0	0	2
K13479	0	0	1	1	1	0	0	0
K13481	0	0	1	0	0	0	0	0
K13482	0	0	0	0	0	0	0	1
K13483	1	0	0	0	0	0	0	0
K13487	0	0	0	0	0	0	0	1
K13488	0	0	0	0	0	0	0	1
K13497	0	0	0	0	0	1	1	0
K13498	0	3	0	0	1	2	2	0
K13529	1	1	1	0	0	0	0	0
K13532	0	0	0	0	0	0	0	1
K13542	0	0	1	0	0	0	0	0
K13570	0	0	0	0	0	0	0	1
K13572	0	0	1	0	0	0	0	0
K13573	0	0	0	0	0	0	0	1
K13574	1	0	0	0	1	0	0	0
K13581	0	0	0	0	0	0	0	1
K13587	0	0	0	0	0	0	0	1
K13589	0	0	0	0	0	0	0	1
K13592	0	0	0	0	0	0	0	1
K13598	0	0	0	0	0	0	1	0
K13609	1	0	1	0	0	1	1	0
K13620	1	1	0	0	1	1	0	0
K13628	1	2	0	0	0	0	0	1
K13630	1	1	0	0	1	2	2	0
K13631	0	2	0	0	1	1	0	0
K13632	1	1	0	0	0	2	0	0
K13633	2	2	2	0	2	0	2	1
K13634	1	2	0	0	2	1	1	1
K13635	1	2	0	0	1	0	0	0
K13636	0	0	1	0	0	1	0	0
K13637	0	0	0	0	2	1	0	0
K13638	1	1	0	0	0	0	0	0
K13639	0	3	0	0	1	2	2	1
K13641	0	0	0	0	1	1	1	1
K13643	1	0	0	0	2	2	0	0
K13650	1	1	0	0	0	0	0	0
K13652	0	0	1	0	0	0	1	0
K13653	0	0	1	0	2	0	0	1
K13654	1	0	0	0	0	0	2	0
K13658	0	0	0	0	0	0	0	2
K13665	0	0	0	0	0	0	0	2
K13668	0	0	0	0	0	0	0	1
K13677	1	0	1	1	0	0	0	1
K13678	0	0	0	0	1	0	0	0
K13683	2	0	0	0	1	0	2	0
K13684	2	0	0	0	1	0	2	0
K13686	0	0	0	0	0	0	0	1
K13693	0	1	0	0	0	0	0	1
K13694	1	2	0	0	1	0	1	2
K13695	2	1	0	0	0	2	2	0
K13735	2	3	0	0	0	2	1	0
K13745	0	2	0	0	0	0	1	0
